0 71
82 94
94 433
433 442
442 861
861 870
870 1495
1495 1508
1508 1805
1805 1819
1819 2504
2504 2874
2874 3492
3492 5710
5710 5733
5733 5798
5798 6446
6446 6496
6496 7164
7164 8175
8175 8220
8220 9041
9041 9079
9079 9222
9222 9267
9267 10186
10186 10206
10206 10610
10610 10659
10659 11411
11411 11433
11433 12254
12254 12314
12314 12516
12516 12538
12538 12781
12781 12790
12790 12866
12866 13476
13476 13500
13500 14286
14286 15459
15459 15915
15915 15971
15971 17481
17481 17547
17547 19351
19351 19397
19397 20330
20330 21043
21043 21087
21087 23084
23084 23134
23134 25395
25395 25419
25419 26004
26004 26016
26016 26784
26784 27501
27501 29026
29026 29871
29871 31352
31352 32344
32344 33155
33155 33988
33988 34001
34001 35354
35354 35375
35375 35477
35477 35559
35559 35583
35583 36034
36034 36219
36219 36229
36229 37096
37096 37106
37106 38741
38741 38751
38751 39209
39209 39219
39219 40660
40660 40670
40670 40940
40940 40950
40950 42397
42397 42407
42407 42811
